project_id,owner.login,name,description,url,createdAt,archivedAt,autoMergeAllowed,assignableUsers.totalCount,primary_language,primary_language_ratio,secondary_language,secondary_language_ratio,other_languages,stargazers.totalCount,mirrorUrl,#cmt,#pr,#mpr
5bee7a9d0da3ef21a3a094b1,apache,commons-jcs,Apache Commons JCS,https://github.com/apache/commons-jcs,2013-07-10T07:00:13Z,None,False,29,Java,0.99,Batchfile,0.00,['Shell'],97,None,1622,14,5
5bbe0efb0da3ef0ddd6d593d,apache,commons-lang,Apache Commons Lang,https://github.com/apache/commons-lang,2009-05-21T01:24:46Z,None,False,36,Java,0.98,HTML,0.02,['Shell'],2764,None,5792,689,214
5bec1d600da3ef21a3a094af,apache,commons-net,Apache Commons Net,https://github.com/apache/commons-net,2012-12-11T08:00:16Z,None,False,32,Java,1.00,Shell,0.00,[],260,None,2270,66,23
5bf29d060da3ef21a62b7570,apache,commons-validator,Apache Commons Validator,https://github.com/apache/commons-validator,2010-09-26T07:00:19Z,None,False,32,Java,1.00,HTML,0.00,['Shell'],210,None,3416,50,17
5bf29db50da3ef21a3a094b2,apache,commons-vfs,Apache Commons VFS,https://github.com/apache/commons-vfs,2013-07-13T07:00:13Z,None,False,33,Java,1.00,Shell,0.00,[],238,None,2212,150,59
5bf51bf90da3ef21a2107884,apache,giraph,Mirror of Apache Giraph,https://github.com/apache/giraph,2011-08-28T07:00:33Z,2023-10-30T12:13:08Z,False,7,Java,0.97,JavaScript,0.02,"['Shell', 'HTML', 'CSS', 'Ruby', 'Python']",619,None,1121,146,0
5cae08e00da3ef745f799438,apache,gora,The Apache Gora open source framework provides an in-memory data model and persistence for big data.,https://github.com/apache/gora,2014-05-19T07:00:07Z,None,False,14,Java,0.99,Shell,0.00,"['Groovy', 'HTML', 'PigLatin']",120,None,1329,224,182
5b4769050da3ef0712a85126,apache,parquet-java,Apache Parquet Java,https://github.com/apache/parquet-java,2014-06-10T07:00:07Z,None,False,22,Java,0.99,Shell,0.00,"['Python', 'Thrift']",2695,None,2249,829,254
5b485f310da3ef07106a7910,apache,ws-wss4j,Apache WebServices - WSS4J,https://github.com/apache/ws-wss4j,2019-10-31T14:25:13Z,None,False,9,Java,1.00,Shell,0.00,['XSLT'],36,None,3734,15,11
5b43728b0da3ef07106a790f,apache,kylin,Apache Kylin,https://github.com/apache/kylin,2015-01-03T08:00:05Z,None,False,27,Java,0.80,Vue,0.08,"['Scala', 'JavaScript', 'Shell', 'FreeMarker', 'Less', 'Dockerfile']",3673,None,12975,1526,1131
