project,id,age,#commits,#added,#deleted,#files,#comments,#review_comments,bot,code_change,intra_branch,#approvals,#changes_requested,fix,test,buggy,is_member,url
jena,5ff4dc3f393ff4248ce97ff5,4351.683333333333,2,28543,407,174,3,0,false,true,false,0,0,false,true,true,true,https://github.com/apache/jena/pull/413
jena,5ff4dc45393ff4248ce980ae,6722.55,1,83,26,3,0,0,false,true,false,2,0,false,true,false,true,https://github.com/apache/jena/pull/412
jena,5ff4dc49393ff4248ce980b9,7915.483333333334,1,8,0,2,5,0,false,false,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/411
jena,5ff4dc4d393ff4248ce980c7,2439.4,1,9,6,2,0,2,false,true,false,2,0,false,false,true,true,https://github.com/apache/jena/pull/410
jena,5ff4dc52393ff4248ce980d7,2686.05,2,52,25,6,1,0,false,true,false,1,0,true,true,false,true,https://github.com/apache/jena/pull/409
jena,5ff4dc56393ff4248ce980e6,598.75,1,2,3,1,0,0,false,false,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/408
jena,5ff4dc5a393ff4248ce980ee,1064.2833333333333,6,82,61,11,0,2,false,true,false,1,0,true,true,true,true,https://github.com/apache/jena/pull/407
jena,5ff4dc60393ff4248ce9810a,15255.65,3,241,15,3,3,9,false,true,false,1,1,true,true,true,false,https://github.com/apache/jena/pull/406
jena,5ff4dc6a393ff4248ce98138,19.6,1,2,3,1,0,0,false,true,false,1,0,true,false,false,true,https://github.com/apache/jena/pull/404
jena,5ff4dc6e393ff4248ce9813f,1663.9166666666667,1,4,4,1,0,0,false,false,false,0,0,false,false,false,true,https://github.com/apache/jena/pull/403
jena,5ff4dc71393ff4248ce98146,806.7666666666667,1,11,0,1,0,0,false,true,false,0,0,true,false,false,true,https://github.com/apache/jena/pull/402
jena,5ff4dc74393ff4248ce9814d,13646.016666666666,1,145,105,104,18,4,false,true,false,1,0,true,true,false,false,https://github.com/apache/jena/pull/401
jena,5ff4dc7b393ff4248ce981d9,4137.85,1,108,12,11,0,2,false,false,false,2,0,false,false,false,false,https://github.com/apache/jena/pull/400
jena,5ff4dc82393ff4248ce9823f,239.25,1,23,3,2,0,2,false,true,false,2,0,true,true,false,true,https://github.com/apache/jena/pull/398
jena,5ff4dc87393ff4248ce9824e,447.1333333333333,5,44,251,7,0,0,false,true,false,0,0,true,false,true,true,https://github.com/apache/jena/pull/397
jena,5ff4dc8b393ff4248ce98260,1719.15,1,157,53,6,0,2,false,true,false,0,0,true,false,false,true,https://github.com/apache/jena/pull/396
jena,5ff4dc93393ff4248ce9828a,11259.9,2,37,0,3,0,3,false,true,false,1,0,false,true,true,false,https://github.com/apache/jena/pull/394
jena,5ff4dc98393ff4248ce9829d,5842.4,4,211,2,5,4,0,false,true,false,2,0,false,true,false,false,https://github.com/apache/jena/pull/393
jena,5ff4dc9d393ff4248ce982b1,5888.5,1,102,118,1,1,0,false,true,false,0,0,false,false,true,true,https://github.com/apache/jena/pull/392
jena,5ff4dca1393ff4248ce982b9,1085.3666666666666,3,274,531,10,0,2,false,true,false,0,0,true,true,true,true,https://github.com/apache/jena/pull/391
jena,5ff4dca8393ff4248ce982e3,170.85,1,7,0,3,1,0,false,true,false,1,0,true,false,true,true,https://github.com/apache/jena/pull/389
jena,5ff4dcac393ff4248ce982ee,5612.116666666667,1,146,2,4,0,0,false,true,false,0,0,false,false,false,true,https://github.com/apache/jena/pull/388
jena,5ff4dcaf393ff4248ce982f8,59.25,2,18,2,2,0,1,false,true,false,2,0,true,true,false,false,https://github.com/apache/jena/pull/387
jena,5ff4dcb3393ff4248ce98302,2430.05,1,2,1,2,0,0,false,false,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/386
jena,5ff4dcb7393ff4248ce9830a,8364.1,3,1348,283,14,11,0,false,true,false,2,0,false,true,false,false,https://github.com/apache/jena/pull/385
jena,5ff4dcbf393ff4248ce9834a,31.083333333333332,1,199,4,5,0,0,false,true,false,1,0,false,true,false,true,https://github.com/apache/jena/pull/383
jena,5ff4dcc3393ff4248ce98356,1418.4833333333333,3,136,134,7,0,0,false,true,false,1,0,true,true,true,true,https://github.com/apache/jena/pull/382
jena,5ff4dcc8393ff4248ce98366,1496.3333333333333,2,67,90,3,0,0,false,true,false,0,0,false,true,true,true,https://github.com/apache/jena/pull/381
jena,5ff4dccc393ff4248ce98371,339.05,1,2,2,1,0,0,false,true,false,1,0,true,false,false,true,https://github.com/apache/jena/pull/380
jena,5ff4dccf393ff4248ce98379,1124.1666666666667,1,91,57,1,2,0,false,true,false,0,0,false,true,false,true,https://github.com/apache/jena/pull/379
jena,5ff4dcd3393ff4248ce98383,1255.7666666666667,1,44,53,2,0,0,false,true,false,0,0,true,false,false,true,https://github.com/apache/jena/pull/378
jena,5ff4dcd6393ff4248ce9838b,319.8833333333333,2,14,2,2,0,2,false,true,false,1,0,true,true,false,true,https://github.com/apache/jena/pull/377
jena,5ff4dcdb393ff4248ce98399,337.7,3,121,35,6,0,0,false,true,false,1,0,true,true,false,true,https://github.com/apache/jena/pull/376
jena,5ff4dcdf393ff4248ce983a9,5287.383333333333,3,49,1,3,2,0,false,false,false,3,1,false,false,false,false,https://github.com/apache/jena/pull/375
jena,5ff4dce4393ff4248ce983be,1292.1,1,61,11,7,0,0,false,true,false,1,0,true,true,false,true,https://github.com/apache/jena/pull/374
jena,5ff4dce8393ff4248ce983ca,1010.9333333333333,1,12,13,1,0,3,false,true,false,0,0,false,false,false,true,https://github.com/apache/jena/pull/373
jena,5ff4dcec393ff4248ce983d9,3172.85,3,118,114,7,0,2,false,true,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/372
jena,5ff4dcf2393ff4248ce983ee,1293.9,1,15,3,1,1,0,false,false,false,2,0,false,false,false,true,https://github.com/apache/jena/pull/371
jena,5ff4dcf6393ff4248ce983f8,267.15,2,88,25,2,0,0,false,true,false,1,0,true,true,false,true,https://github.com/apache/jena/pull/370
jena,5ff4dcfa393ff4248ce98401,3944.9,8,1244,212,50,4,9,false,true,false,1,0,true,true,true,true,https://github.com/apache/jena/pull/369
jena,5ff4dd07393ff4248ce9846e,7335.9,1,10,1,1,0,0,false,true,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/367
jena,5ff4dd0a393ff4248ce98478,5199.983333333334,7,361,75,11,0,3,false,true,false,0,0,true,false,false,true,https://github.com/apache/jena/pull/366
jena,5ff4dd10393ff4248ce98495,9172.933333333332,15,1350,144,27,3,1,false,true,false,1,0,false,true,true,true,https://github.com/apache/jena/pull/365
jena,5ff4dd19393ff4248ce984c9,1488.5166666666667,1,21,7,4,0,0,false,true,false,0,0,false,false,false,true,https://github.com/apache/jena/pull/364
jena,5ff4dd1c393ff4248ce984d4,14226.666666666666,1,3,3,1,1,0,false,false,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/363
jena,5ff4dd1f393ff4248ce984db,1258.0,1,38,12,2,0,0,false,true,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/362
jena,5ff4dd23393ff4248ce984e3,1250.9666666666667,2,44,42,5,0,3,false,true,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/361
jena,5ff4dd2c393ff4248ce98501,75.95,1,17,16,3,2,0,false,true,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/359
jena,5ff4dd30393ff4248ce9850d,1466.1166666666666,1,4,4,1,0,0,false,true,false,1,0,true,false,false,true,https://github.com/apache/jena/pull/358
jena,5ff4dd33393ff4248ce98513,2039.7833333333333,1,211,227,4,1,0,false,true,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/357
jena,5ff4dd37393ff4248ce9851f,3508.2,1,37,2,3,0,0,false,false,false,0,0,false,false,false,true,https://github.com/apache/jena/pull/356
jena,5ff4dd3a393ff4248ce98529,3527.2166666666667,3,798,662,47,0,1,false,true,false,0,0,true,true,true,true,https://github.com/apache/jena/pull/355
jena,5ff4dd48393ff4248ce9858d,2879.516666666667,1,16,12,5,1,0,false,true,false,2,0,false,true,false,true,https://github.com/apache/jena/pull/351
jena,5ff4dd4d393ff4248ce9859b,8542.683333333332,4,33,11,2,2,0,false,false,false,0,0,false,false,false,true,https://github.com/apache/jena/pull/350
jena,5ff4dd51393ff4248ce985ac,3220.116666666667,2,46,79,4,0,2,false,true,false,0,0,false,false,false,true,https://github.com/apache/jena/pull/349
jena,5ff4dd56393ff4248ce985bc,3300.15,1,18,7,1,0,0,false,true,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/348
jena,5ff4dd5a393ff4248ce985c5,699.95,1,6,0,2,0,0,false,true,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/347
jena,5ff4dd5d393ff4248ce985ce,3965.2166666666667,1,72,37,3,0,0,false,true,false,0,0,true,true,false,true,https://github.com/apache/jena/pull/346
jena,5ff4dd61393ff4248ce985d7,4167.3,2,110,13,8,7,0,false,true,false,0,0,true,true,false,true,https://github.com/apache/jena/pull/345
jena,5ff4dd65393ff4248ce985f5,5629.2,1,17,4,2,0,0,false,true,false,1,0,false,true,false,true,https://github.com/apache/jena/pull/344
jena,5ff4dd6b393ff4248ce98604,2503.15,7,96,50,25,0,0,false,true,false,0,0,true,true,true,true,https://github.com/apache/jena/pull/342
jena,5ff4dd70393ff4248ce98629,8746.383333333333,4,512,0,26,1,8,false,true,false,0,0,true,true,false,true,https://github.com/apache/jena/pull/341
jena,5ff4dd78393ff4248ce98665,8102.066666666667,7,1259,78,35,2,11,false,true,false,2,0,false,true,false,true,https://github.com/apache/jena/pull/340
jena,5ff4dd80393ff4248ce986a9,15874.766666666666,4,455,65,9,13,0,false,true,false,0,0,false,true,false,false,https://github.com/apache/jena/pull/339
jena,5ff4dd84393ff4248ce986c7,1401.5166666666667,2,1,783,13,3,0,false,true,false,2,0,false,true,false,true,https://github.com/apache/jena/pull/338
jena,5ff4dd88393ff4248ce986e5,6914.583333333333,44,1781,81,28,1,28,false,true,false,1,0,false,true,true,true,https://github.com/apache/jena/pull/337
jena,5ff4dda4393ff4248ce9877a,4366.916666666667,11,2108,3267,102,2,6,false,true,false,2,0,false,true,true,true,https://github.com/apache/jena/pull/336
jena,5ff4ddaf393ff4248ce98804,18516.3,4,380,19,6,12,1,false,true,false,2,0,false,true,false,false,https://github.com/apache/jena/pull/335
jena,5ff4ddb4393ff4248ce98825,12307.466666666667,5,2693,1993,57,3,6,false,true,false,2,0,false,true,true,true,https://github.com/apache/jena/pull/334
jena,5ff4ddbc393ff4248ce9887b,529.0666666666667,2,89,69,3,0,1,false,true,false,1,0,true,true,false,true,https://github.com/apache/jena/pull/333
jena,5ff4ddc0393ff4248ce98889,1231.6666666666667,2,66,12,4,0,3,false,true,false,0,0,false,true,false,true,https://github.com/apache/jena/pull/332
jena,5ff4ddc5393ff4248ce9889c,1528.2666666666667,3,91,1,4,0,1,false,true,false,1,0,false,true,false,true,https://github.com/apache/jena/pull/331
jena,5ff4ddcf393ff4248ce988d1,2618.95,2,868,42,15,0,0,false,true,false,0,0,true,true,true,true,https://github.com/apache/jena/pull/328
jena,5ff4ddd2393ff4248ce988e7,2669.866666666667,2,215,2,5,0,0,false,true,false,0,0,false,true,false,true,https://github.com/apache/jena/pull/327
jena,5ff4ddd6393ff4248ce988f4,1421.1166666666666,1,24,12,2,0,0,false,true,false,0,0,false,true,false,true,https://github.com/apache/jena/pull/326
jena,5ff4ddda393ff4248ce988fc,1370.6166666666666,1,0,4,1,1,0,false,true,false,1,0,true,false,false,false,https://github.com/apache/jena/pull/325
jena,5ff4dddd393ff4248ce98906,1395.05,1,188,145,13,3,0,false,true,false,1,0,false,true,true,true,https://github.com/apache/jena/pull/324
jena,5ff4dde1393ff4248ce9891d,6051.416666666667,1,20,1,1,8,0,false,true,false,0,0,false,false,false,true,https://github.com/apache/jena/pull/323
jena,5ff4dde4393ff4248ce9892d,2815.15,1,1,1,1,0,0,false,true,false,1,0,true,false,false,false,https://github.com/apache/jena/pull/322
jena,5ff4dde8393ff4248ce98934,1312.4666666666667,1,4,5,1,2,0,false,true,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/321
jena,5ff4ddec393ff4248ce9893c,3098.616666666667,3,18,9,1,1,9,false,true,false,1,0,true,false,false,false,https://github.com/apache/jena/pull/320
jena,5ff4ddf4393ff4248ce9895b,3108.6666666666665,9,98,36,6,1,5,false,true,false,1,0,false,false,false,false,https://github.com/apache/jena/pull/319
jena,5ff4de00393ff4248ce9898e,9845.7,5,480,121,11,2,1,false,true,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/317
jena,5ff4de06393ff4248ce989a9,32189.666666666668,32,3444,920,101,2,0,false,true,false,0,0,true,true,true,true,https://github.com/apache/jena/pull/316
jena,5ff4de17393ff4248ce98a4a,24215.866666666665,4,263,130,11,13,26,false,true,false,0,0,true,true,true,true,https://github.com/apache/jena/pull/314
jena,5ff4de27393ff4248ce98aba,5454.333333333333,4,935,1461,35,9,0,false,false,false,2,0,false,true,false,true,https://github.com/apache/jena/pull/312
jena,5ff4de2c393ff4248ce98af3,2936.8166666666666,2,169,32,7,2,0,false,true,false,1,0,true,true,false,true,https://github.com/apache/jena/pull/311
jena,5ff4de30393ff4248ce98b06,3859.15,3,164,58,7,2,0,false,true,false,1,0,true,true,true,true,https://github.com/apache/jena/pull/310
jena,5ff4de35393ff4248ce98b18,4930.216666666666,2,54,132,4,0,0,false,true,false,0,0,true,false,true,true,https://github.com/apache/jena/pull/309
jena,5ff4de38393ff4248ce98b24,5346.583333333333,1,296,45,6,1,2,false,true,false,0,0,false,true,false,true,https://github.com/apache/jena/pull/308
jena,5ff4de3c393ff4248ce98b36,1465.1333333333334,1,13,66,6,2,0,false,false,false,0,0,false,false,false,true,https://github.com/apache/jena/pull/307
jena,5ff4de3f393ff4248ce98b44,16431.2,3,465,280,5,4,4,false,true,false,0,0,false,true,false,true,https://github.com/apache/jena/pull/306
jena,5ff4de45393ff4248ce98b61,1373.0833333333333,2,78,66,5,0,0,false,true,false,0,0,true,false,true,true,https://github.com/apache/jena/pull/305
jena,5ff4de4b393ff4248ce98b87,2872.516666666667,1,19,34,2,2,0,false,false,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/303
jena,5ff4de4f393ff4248ce98b93,5462.15,1,34,25,3,1,0,false,true,false,1,0,false,true,false,true,https://github.com/apache/jena/pull/302
jena,5ff4de53393ff4248ce98b9d,4023.4166666666665,1,1,0,1,1,0,false,false,false,2,0,true,false,false,false,https://github.com/apache/jena/pull/301
jena,5ff4de57393ff4248ce98ba6,4081.75,1,4,0,4,0,0,false,false,false,2,0,true,false,false,false,https://github.com/apache/jena/pull/300
jena,5ff4de5e393ff4248ce98bed,457.8333333333333,2,78,38,2,0,0,false,true,false,0,0,false,true,false,true,https://github.com/apache/jena/pull/298
jena,5ff4de63393ff4248ce98c08,1883.55,2,51,9,4,5,0,false,true,false,0,0,false,true,false,true,https://github.com/apache/jena/pull/296
jena,5ff4de67393ff4248ce98c19,2117.4666666666667,1,14,10,1,1,0,false,true,false,1,0,true,true,false,true,https://github.com/apache/jena/pull/295
jena,5ff4de6a393ff4248ce98c20,350.76666666666665,2,25,2,3,0,3,false,true,false,2,0,true,true,true,true,https://github.com/apache/jena/pull/294
jena,5ff4de70393ff4248ce98c32,14401.166666666666,3,26,371,16,0,0,false,true,false,1,0,false,true,false,true,https://github.com/apache/jena/pull/293
jena,5ff4de74393ff4248ce98c4b,17.683333333333334,2,73,54,5,0,0,false,true,false,1,0,true,true,true,true,https://github.com/apache/jena/pull/292
jena,5ff4de7b393ff4248ce98c68,835.0166666666667,1,642,644,390,0,0,false,true,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/290
jena,5ff4de86393ff4248ce98e08,64.8,3,22,13,4,0,2,false,true,false,2,0,true,false,false,true,https://github.com/apache/jena/pull/288
jena,5ff4de90393ff4248ce98e33,1734.85,4,187,64,6,0,0,false,true,false,0,0,false,false,true,true,https://github.com/apache/jena/pull/286
jena,5ff4de95393ff4248ce98e42,1214.8166666666666,2,1015,1237,3,3,2,false,true,false,1,0,false,false,false,false,https://github.com/apache/jena/pull/285
jena,5ff4de9a393ff4248ce98e5f,208.85,1,278,224,2,0,0,false,true,false,0,0,false,false,false,true,https://github.com/apache/jena/pull/284
jena,5ff4de9d393ff4248ce98e66,2807.1666666666665,4,794,45,17,0,0,false,true,false,0,0,false,false,false,true,https://github.com/apache/jena/pull/283
jena,5ff4dea1393ff4248ce98e80,440.18333333333334,2,113,40,6,0,3,false,true,false,1,0,false,true,true,true,https://github.com/apache/jena/pull/282
jena,5ff4dea6393ff4248ce98e96,1162.4166666666667,1,1,3,1,2,0,false,false,false,0,0,false,false,false,true,https://github.com/apache/jena/pull/281
jena,5ff4dea9393ff4248ce98e9e,199.81666666666666,1,14,10,2,1,0,false,true,false,0,0,false,false,false,true,https://github.com/apache/jena/pull/280
jena,5ff4deac393ff4248ce98ea6,1561.3666666666666,1,194,106,2,1,0,false,true,false,0,0,false,true,false,true,https://github.com/apache/jena/pull/279
jena,5ff4deaf393ff4248ce98eaf,4747.616666666667,1,13,10,1,2,0,false,true,false,0,0,false,false,false,false,https://github.com/apache/jena/pull/278
jena,5ff4deb3393ff4248ce98eb8,2430.6666666666665,1,119,9,6,0,0,false,true,false,0,0,false,true,false,true,https://github.com/apache/jena/pull/277
jena,5ff4deb6393ff4248ce98ec4,4324.8,1,27,47,5,0,0,false,true,false,2,0,false,true,false,true,https://github.com/apache/jena/pull/276
jena,5ff4deba393ff4248ce98ed1,2807.6666666666665,1,14,5,3,0,2,false,true,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/275
jena,5ff4debe393ff4248ce98ee0,7649.766666666666,7,361,94,12,6,3,false,true,false,0,0,true,true,true,true,https://github.com/apache/jena/pull/274
jena,5ff4dec5393ff4248ce98f0f,2677.6666666666665,4,348,21,11,3,10,false,true,false,0,0,false,true,false,true,https://github.com/apache/jena/pull/273
jena,5ff4decd393ff4248ce98f40,11377.2,2,645,1313,18,0,0,false,true,false,0,0,true,true,true,true,https://github.com/apache/jena/pull/272
jena,5ff4ded1393ff4248ce98f5a,1671.9,2,29,14,3,0,5,false,true,false,0,1,true,false,false,true,https://github.com/apache/jena/pull/271
jena,5ff4ded6393ff4248ce98f72,1541.15,1,442,170,10,0,0,false,true,false,0,0,true,true,false,true,https://github.com/apache/jena/pull/270
jena,5ff4ded9393ff4248ce98f82,909.9166666666666,2,127,144,40,4,0,false,true,false,2,0,true,true,false,true,https://github.com/apache/jena/pull/269
jena,5ff4dede393ff4248ce98fb9,283.1,2,517,430,19,1,0,false,true,false,1,0,false,true,true,true,https://github.com/apache/jena/pull/268
jena,5ff4dee2393ff4248ce98fd6,1450.6166666666666,9,220,392,16,0,2,false,true,false,1,0,false,false,true,true,https://github.com/apache/jena/pull/267
jena,5ff4dee8393ff4248ce98ffa,6007.316666666667,2,194,18,2,0,2,false,true,false,0,0,true,true,true,false,https://github.com/apache/jena/pull/266
jena,5ff4deed393ff4248ce99007,5538.6,3,11440,2,32,6,0,false,true,false,1,0,false,false,true,true,https://github.com/apache/jena/pull/265
jena,5ff4def2393ff4248ce99038,780.5666666666667,3,125,77,9,0,0,false,true,false,0,0,true,false,true,true,https://github.com/apache/jena/pull/264
jena,5ff4def5393ff4248ce99049,3841.3333333333335,5,771,425,12,1,0,false,true,false,0,0,true,false,true,true,https://github.com/apache/jena/pull/263
jena,5ff4def9393ff4248ce99064,972.1166666666667,2,53,43,4,4,0,false,true,false,0,0,false,true,false,true,https://github.com/apache/jena/pull/262
jena,5ff4defd393ff4248ce99074,4604.766666666666,1,84,37,5,0,0,false,true,false,0,0,false,true,true,true,https://github.com/apache/jena/pull/261
jena,5ff4df00393ff4248ce9907f,6090.933333333333,7,108,21,9,1,0,false,true,false,1,0,false,true,false,true,https://github.com/apache/jena/pull/260
jena,5ff4df05393ff4248ce99096,599.1,3,39,17,5,1,0,false,true,false,0,0,false,true,false,true,https://github.com/apache/jena/pull/259
jena,5ff4df09393ff4248ce990a4,3554.1,1,19,3,3,0,0,false,true,false,0,0,true,true,false,true,https://github.com/apache/jena/pull/258
jena,5ff4df0c393ff4248ce990ad,3777.6,2,5,5,1,3,2,false,false,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/257
jena,5ff4df10393ff4248ce990bc,1408.7333333333333,2,137,114,15,0,0,false,true,false,0,0,true,true,true,true,https://github.com/apache/jena/pull/256
jena,5ff4df14393ff4248ce990d2,1411.0666666666666,6,731,353,31,0,2,false,true,false,0,0,false,true,false,true,https://github.com/apache/jena/pull/255
jena,5ff4df1a393ff4248ce99101,1801.9166666666667,5,1733,481,26,0,0,false,true,false,0,0,false,true,true,true,https://github.com/apache/jena/pull/254
jena,5ff4df1e393ff4248ce99126,22.316666666666666,1,1,1,1,0,0,false,true,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/253
jena,5ff4df21393ff4248ce9912d,3010.35,1,33,16,6,0,0,false,true,false,0,0,true,true,false,true,https://github.com/apache/jena/pull/252
jena,5ff4df24393ff4248ce99139,2760.95,3,12,10,4,0,3,false,true,false,0,0,false,false,true,true,https://github.com/apache/jena/pull/251
jena,5ff4df29393ff4248ce9914d,3796.9333333333334,2,51,42,5,0,0,false,true,false,0,0,true,false,true,true,https://github.com/apache/jena/pull/250
jena,5ff4df2d393ff4248ce99159,14010.683333333332,1,29,15,7,0,0,false,true,false,1,0,true,true,false,true,https://github.com/apache/jena/pull/249
jena,5ff4df30393ff4248ce99168,17138.2,1,38,30,10,1,0,false,true,false,0,0,false,false,true,true,https://github.com/apache/jena/pull/248
jena,5ff4df37393ff4248ce9918f,95069.11666666667,17,890,0,14,14,5,false,true,false,1,0,false,true,false,false,https://github.com/apache/jena/pull/246
jena,5ff4df40393ff4248ce991da,5039.2,1,1104,143,29,1,0,false,true,false,0,0,false,true,true,true,https://github.com/apache/jena/pull/245
jena,5ff4df44393ff4248ce991fe,6925.683333333333,8,116,36,4,2,3,false,true,false,1,0,false,true,false,false,https://github.com/apache/jena/pull/244
jena,5ff4df4a393ff4248ce99215,9546.866666666667,2,43,16,1,1,1,false,true,false,0,0,true,false,true,true,https://github.com/apache/jena/pull/243
jena,5ff4df4e393ff4248ce99221,10904.333333333334,1,482,10,5,0,0,false,true,false,0,0,false,true,false,true,https://github.com/apache/jena/pull/242
jena,5ff4df5a393ff4248ce99265,89121.06666666667,5,533,3,12,29,19,false,true,false,1,0,false,true,true,true,https://github.com/apache/jena/pull/237
jena,5ff4df6a393ff4248ce99304,2994.2833333333333,1,129,44,2,2,0,false,true,false,0,0,false,true,false,false,https://github.com/apache/jena/pull/235
jena,5ff4df6e393ff4248ce99315,7150.65,13,1399,1811,90,6,0,false,true,false,0,0,true,true,true,true,https://github.com/apache/jena/pull/234
jena,5ff4df81393ff4248ce9942f,362.8666666666667,1,1,1,1,0,0,false,false,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/232
jena,5ff4df84393ff4248ce99436,3169.0833333333335,4,566,395,23,0,0,false,true,false,0,0,false,true,true,true,https://github.com/apache/jena/pull/231
jena,5ff4df88393ff4248ce99456,6467.2,1,4,1,1,2,0,false,true,false,1,0,true,false,false,true,https://github.com/apache/jena/pull/230
jena,5ff4df8c393ff4248ce99461,4292.216666666666,1,14,7,2,0,0,false,true,false,0,0,true,false,false,true,https://github.com/apache/jena/pull/229
jena,5ff4dfb3393ff4248ce99626,14072.266666666666,3,74,65,4,5,0,false,true,false,1,0,false,false,true,false,https://github.com/apache/jena/pull/226
jena,5ff4dfb7393ff4248ce9963f,2430.266666666667,1,86,42,1,0,0,false,true,false,0,0,true,false,true,true,https://github.com/apache/jena/pull/225
jena,5ff4dfba393ff4248ce99646,2676.7166666666667,1,53,74,4,0,0,false,true,false,0,0,false,false,false,true,https://github.com/apache/jena/pull/224
jena,5ff4dfc0393ff4248ce9965a,6070.55,4,1627,199,51,1,3,false,true,false,0,0,false,true,true,true,https://github.com/apache/jena/pull/222
jena,5ff4dfc6393ff4248ce9969f,2735.9666666666667,1,21,31,2,0,0,false,true,false,1,0,false,false,false,true,https://github.com/apache/jena/pull/221
jena,5ff4dfc9393ff4248ce996a8,9661.333333333334,3,178,1815,73,2,0,false,true,false,0,0,false,true,true,false,https://github.com/apache/jena/pull/220
jena,5ff4dfce393ff4248ce996f9,9983.3,3,176,194,33,5,0,false,true,false,0,0,false,true,true,false,https://github.com/apache/jena/pull/219
jena,5ff4dfd1393ff4248ce99729,5036.25,4,351,173,13,2,3,false,true,false,0,1,true,true,true,true,https://github.com/apache/jena/pull/218
jena,5ff4dfd7393ff4248ce9974e,1823.6333333333334,1,221,0,1,0,0,false,true,false,1,0,false,false,false,false,https://github.com/apache/jena/pull/217
jena,5ff4dfdb393ff4248ce99756,4553.066666666667,1,35,76,7,0,0,false,true,false,0,0,false,true,false,true,https://github.com/apache/jena/pull/216
jena,5ff4dfde393ff4248ce99763,8549.766666666666,5,251,29,9,2,0,false,true,false,0,0,false,true,false,true,https://github.com/apache/jena/pull/215
jena,5ff4dfe2393ff4248ce99778,10176.933333333332,1,1,1,1,1,0,false,true,false,0,0,false,false,false,false,https://github.com/apache/jena/pull/214
jena,5ff4dfe5393ff4248ce99780,10189.033333333333,4,271,185,14,1,1,false,true,false,0,0,false,true,false,true,https://github.com/apache/jena/pull/213
jena,5ff4dfea393ff4248ce9979a,11115.316666666668,4,124,72,2,8,3,false,true,false,1,0,false,true,false,true,https://github.com/apache/jena/pull/212
jena,5ff4dff2393ff4248ce997de,60.05,3,29,20,2,1,0,false,false,false,2,0,true,false,false,true,https://github.com/apache/jena/pull/210
jena,5ff4dff9393ff4248ce99800,1339.1,2,98,44,27,1,0,false,true,false,0,0,false,false,true,true,https://github.com/apache/jena/pull/208
jena,5ff4dffd393ff4248ce99823,1913.7333333333333,2,70,61,1,0,0,false,true,false,1,0,false,false,false,false,https://github.com/apache/jena/pull/207
jena,5ff4e000393ff4248ce9982b,3213.85,8,680,478,18,0,0,false,true,false,0,0,true,true,true,true,https://github.com/apache/jena/pull/206
jena,5ff4e005393ff4248ce9984a,14467.883333333333,1,1,10,1,7,0,false,true,false,1,0,false,false,false,false,https://github.com/apache/jena/pull/205
jena,5ff4e00b393ff4248ce99892,12420.866666666667,8,185,6,3,24,14,false,true,false,1,1,false,true,false,false,https://github.com/apache/jena/pull/203
jena,5ff4e017393ff4248ce998ff,9628.266666666666,8,116,177,50,7,16,false,true,false,1,0,false,true,false,true,https://github.com/apache/jena/pull/202
jena,5ff4e02b393ff4248ce999ab,12607.1,5,61,243,24,8,5,false,true,false,1,0,false,true,false,true,https://github.com/apache/jena/pull/199
jena,5ff4e031393ff4248ce999e0,1339.4833333333333,1,21,9,2,0,0,false,true,false,1,0,true,true,false,true,https://github.com/apache/jena/pull/198
jena,5ff4e034393ff4248ce999e8,8809.233333333334,6,4054,7,44,9,11,false,true,false,2,0,false,true,true,true,https://github.com/apache/jena/pull/197
jena,5ff4e03c393ff4248ce99a3b,410.9,2,56,12,2,3,0,false,true,false,1,0,true,false,false,true,https://github.com/apache/jena/pull/196
jena,5ff4e040393ff4248ce99a4c,4139.416666666667,3,138,114,1,1,0,false,true,false,0,0,false,false,true,true,https://github.com/apache/jena/pull/195
jena,5ff4e045393ff4248ce99a63,432.48333333333335,1,56,11,1,0,5,false,true,false,1,0,true,true,false,false,https://github.com/apache/jena/pull/193
jena,5ff4e04b393ff4248ce99a76,1535.6166666666666,1,27,13,5,0,0,false,true,false,0,0,true,false,true,true,https://github.com/apache/jena/pull/192
jena,5ff4e04e393ff4248ce99a81,7140.216666666666,1,632,7,12,0,0,false,true,false,0,0,false,true,true,true,https://github.com/apache/jena/pull/191
